1.514826658261775316e-02,-1.549563164005452187e-01,1.999000040127593691e-02
1.514823664222891136e-02,-1.549549291346282442e-01,1.998999940648081564e-02
1.514827187554646827e-02,-1.549562390828650715e-01,1.999000104701459390e-02
1.515368712192916890e-02,-1.549629576522105201e-01,1.999000108016281418e-02
1.516223519146000717e-02,-1.549758099833462577e-01,1.999000053046040559e-02
1.517350982908554149e-02,-1.549932092288403007e-01,1.999000100561268423e-02
1.518726784554403318e-02,-1.550145851189054513e-01,1.999000099415941534e-02
1.522829514229195706e-02,-1.550379161807093897e-01,1.999000033394957021e-02
1.530818542600174970e-02,-1.550626945956281866e-01,1.999000087559647809e-02
1.543370084170772073e-02,-1.550902425303412879e-01,1.999000166478769047e-02
1.560163087231527038e-02,-1.551204585640812705e-01,1.999000262936295735e-02
1.580849337103480690e-02,-1.551528170716620358e-01,1.999000370497952539e-02
1.605110773088815404e-02,-1.551868348049185720e-01,1.999000486366551976e-02
1.632660441291979708e-02,-1.552220878418237304e-01,1.999000606230261212e-02
1.663248065098461154e-02,-1.552583960598073187e-01,1.999000729310630720e-02
1.696698293072772257e-02,-1.552964588710373794e-01,1.999000855518603958e-02
1.732831370421542699e-02,-1.553363337375193720e-01,1.999000983134388565e-02
1.771428647905559650e-02,-1.553773954826048742e-01,1.999001107127719445e-02
1.812249378445350209e-02,-1.554186076884904733e-01,1.999001225381735747e-02
1.855050086261331166e-02,-1.554587860058512794e-01,1.999001335670004542e-02
1.899596486257761757e-02,-1.554968177512098815e-01,1.999001443166160963e-02
1.945674590326169559e-02,-1.555318250406561575e-01,1.999001562046369418e-02
1.993250480102570776e-02,-1.555650676169575142e-01,1.999001689114318636e-02
2.042124777758464599e-02,-1.555976519539956915e-01,1.999001753492786471e-02
2.092551327852592777e-02,-1.556294432016203932e-01,1.999078601567474966e-02
2.143796713140473306e-02,-1.556598840333754952e-01,1.999375211739536085e-02
2.196222165108917962e-02,-1.556869295411410226e-01,1.999380711797635324e-02
2.249091196799082523e-02,-1.557106786255925135e-01,1.999641202685183139e-02
2.303757239400400572e-02,-1.557286521586953021e-01,1.999270690213096613e-02
2.356635472453809041e-02,-1.557474600368728979e-01,2.000473755435702716e-02
2.410695771759653258e-02,-1.557597524514409415e-01,2.001070192149685678e-02
2.465081431410284796e-02,-1.557620201444894215e-01,2.001725673452359189e-02
2.518192026103267117e-02,-1.557564034873661907e-01,2.003145013746540637e-02
